"users","sessions","adClicks","adCost","revenue"
880,1017,746,78.58,417.16
896,1046,776,81.59,475.12
950,1151,844,88.62,579.7
994,1279,827,87.21,2083.26
932,1108,794,85.86,266.49
986,1159,812,84.59,1040.41
952,1114,795,81.22,784.42
889,1069,756,80.49,526.27
949,1107,780,80.82,552.1
1068,1273,856,87.02,2457.39
930,1085,781,83.8,604.36
904,1072,774,83.51,496.96
899,1042,753,81.01,483.36
921,1074,774,78.35,1131.85
855,973,726,75.42,275.84
808,950,701,74.08,320
971,1131,800,84.95,1271.28
922,1078,794,83.68,712.61
970,1117,811,84.22,416.83
881,1047,759,82.65,977.27
895,1022,750,78.99,969.41
859,1003,757,80.53,362.81
864,1027,725,76.82,393.78
1019,1188,857,87.88,955.93
998,1174,822,86.13,945.52
1211,1352,794,81.03,734.2
932,1072,773,80.05,546.32
883,1015,730,76.08,299.52
774,898,636,68.3,504.76
784,903,673,68.63,399.01
970,1136,810,85.73,642.79
910,1053,776,84.01,232.59
924,1057,774,82.99,601.17
902,1063,767,81.91,490.66
910,1064,765,77.81,1077.77
856,997,733,77.99,451.02
891,1049,759,77.73,344.87
968,1143,828,84.94,625.25
932,1059,782,83.59,346.29
905,1020,766,82.15,455.34
945,1078,788,80.78,679.25
872,976,734,77.16,331.29
827,940,746,76.66,277.91
740,834,647,72.8,164.92
1060,1237,941,92.48,623.94
843,967,719,66.51,1878.64
811,944,681,66.48,565.42
799,919,692,65.19,325.57
825,951,696,62.66,661.26
790,915,667,62.97,394.11
793,912,661,66.08,541.93
919,1047,814,57.33,673.18
891,1007,773,55.56,543.8
888,1032,785,55.51,589.91
1187,1352,1023,61.89,736.52
919,1041,788,51.84,592.66
830,946,682,46.79,917.33
762,875,650,45,156.95
822,961,748,49.61,526.28
1037,1201,898,62.51,854.84
1598,1825,1462,69.55,929.22
1224,1422,1031,54.95,792.79
986,1110,859,49.26,783.83
874,1004,738,45.54,517.51
929,1028,783,45.02,579.05
941,1076,799,50.74,936.46
988,1127,866,56.06,726.36
980,1109,829,54.94,911.47
974,1092,805,49.56,735.83
930,1044,782,48.31,679.68
819,939,688,42.53,746.31
843,959,694,41.92,275.17
899,1017,763,47.76,662.84
801,893,647,42.7,662.93
859,973,709,45.15,1115.42
902,1023,773,49.92,637.64
763,865,628,45.82,631.13
729,861,619,42.25,379.84
617,711,525,37.48,468.69
760,856,616,41.75,1074.49
775,875,644,46.6,411.63
771,856,615,37.86,425.03
881,994,789,50.92,487.44
827,945,709,44.71,475.15
836,962,719,44.4,398.9
822,939,712,46.41,761.03
802,894,690,50.05,268.96
946,1089,815,53.51,756.4
922,1068,803,48.19,852.69
1011,1147,848,53.59,709.04
853,951,722,41.65,369.39
832,956,733,47.08,374.68
829,956,744,46.6,713.57
857,981,716,44.88,828.03
736,835,597,40.4,743.36
881,970,717,47.93,956.63
992,1135,845,59.06,833.72
1072,1203,871,52.48,879.9
956,1093,825,51.35,502.84
797,918,710,43.34,292.4
858,998,760,48.49,578.98
953,1103,836,52.13,626.82
959,1094,844,52.98,348.65
1082,1249,938,57.11,851.35
1040,1183,896,51.8,722.45
913,1051,795,44.98,638.79
866,980,721,40.68,488.62
944,1092,816,47.51,594.48
1063,1186,887,55.93,672.55
1053,1217,946,60.31,792.47
995,1134,877,51.01,493.55
972,1078,837,45.25,695
943,1068,819,44.76,298.22
842,966,723,42.94,612.32
1019,1150,868,48.08,445.26
1089,1203,885,47.96,962.25
1076,1222,931,49.42,731.11
1156,1313,999,53.01,1304.17
1078,1203,901,47.59,723.22
1051,1189,929,45.12,491.75
916,1026,787,40.46,865.84
1062,1189,891,46.93,710.81
1104,1243,900,53.69,1277.5
1134,1291,994,60.15,786.59
1144,1306,1009,57.1,589.65
1124,1280,976,52.58,576.34
1081,1216,933,54.49,435.99
958,1067,811,45.31,570.74
1105,1231,953,51.92,306.29
1173,1312,969,57.11,1052.86
1086,1251,937,50.96,372.97
1241,1391,1078,60.43,1189.63
1190,1306,993,54.15,632.65
1112,1227,954,46.86,595.34
1020,1144,900,46.65,780.65
1131,1274,958,55.14,1262.66
1068,1200,901,51.61,1144.31
1142,1291,1001,54.98,637.61
1143,1306,1040,61.31,752.78
1116,1276,973,56.6,921.13
996,1109,838,42.87,465.22
932,1049,770,45.46,1792.83
930,1072,785,49.06,2571.72
1031,1167,910,51.73,850.14
1058,1199,856,49.86,720.32
1076,1192,885,67.85,1229.46
980,1118,821,64.19,475.72
919,1055,819,57.89,1158.77
802,908,721,55.74,694.37
835,932,773,83.09,594.04
844,944,767,61.72,668.14
887,993,797,58.1,427
945,1052,864,60.15,1046.58
963,1084,918,67.99,604.26
1011,1130,972,129.77,889.51
876,958,782,123.9,1002.08
966,1060,820,125.33,740.83
772,884,673,126.4,803.93
785,894,717,125.62,192.49
836,938,744,126.21,373.85
802,917,758,168.47,1206.63
785,881,712,84.88,797.38
739,826,670,86.03,961.69
667,750,595,88.64,979.81
773,879,680,87.89,580.22
812,933,745,91.06,455.23
859,958,739,89.79,719.63
850,953,769,86.93,488.89
835,946,739,86.86,718.9
842,949,775,90.34,1580.34
845,971,773,94.59,910.71
826,917,732,91.59,458.07
860,963,794,92.1,619.8
893,1001,830,94.42,421.47
932,1064,874,86.99,715.33
848,947,750,84.52,399.19
796,898,715,86.3,388.03
765,879,695,85.82,332.76
865,986,749,91.29,824.67
855,968,778,86.85,677.5
868,991,814,88.75,2511.78
923,1035,842,88.14,795.67
875,1001,814,77.06,566.69
904,1005,833,89.52,742.72
839,972,785,94.63,820.66
934,1051,816,93.1,600.99
683,767,548,81.58,816.21
667,764,540,80.37,529.38
707,808,603,85.56,1065.59
714,809,574,84.51,479.97
700,782,596,85.22,367.29
679,777,567,84.62,498.23
681,760,581,87.08,594.95
767,848,624,91,1122.53
808,924,616,88.5,1345.57
676,764,520,84,597.88
750,841,638,86.49,510.49
736,816,631,88.46,779.38
713,805,591,85.53,634.66
712,799,626,88.74,574.22
704,790,582,84.82,1041.7
741,848,605,84.84,1241.02
717,802,591,84.52,982.57
668,760,581,81.08,447.46
683,759,580,82.71,763.08
716,823,595,85.12,260.12
714,806,605,93.01,1378.69
668,767,543,82.27,511.64
714,802,590,91.03,652.12
690,797,606,86.15,641.15
667,731,572,77.22,653.83
704,793,569,76.18,433.31
719,804,557,81.28,481.32
568,637,435,64.1,537.12
641,719,548,83.67,501.83
536,601,315,77.38,334.85
295,315,101,62.12,856.91
271,299,104,64.11,373.06
297,334,102,64.93,285.41
539,597,433,79.11,440.85
721,805,592,92.82,636.2
685,761,538,85.46,1377.68
673,739,561,88.91,657.78
629,714,522,82.39,536.91
605,665,480,87.83,612.51
607,676,527,86.45,214.73
625,700,527,84.87,1120.63
571,638,455,83.55,326.52
604,652,489,84.01,467.76
524,580,437,78.06,957.05
532,588,433,79.37,566.24
526,603,479,83.78,126.37
536,590,445,79.96,317.52
